Array task 1 / Entry: hf:HPLT/hplt2c_ara_checkpoints|checkpoint_0001000|checkpoint_0001000
Task: all | Lang: all
HF model: HPLT/hplt2c_ara_checkpoints  revision: checkpoint_0001000  save_name: checkpoint_0001000
INFO 04-17 18:00:30 [__init__.py:235] Automatically detected platform cuda.
1
lighteval|belebele_arb_Arab_cf
lighteval|belebele_deu_Latn_cf
lighteval|belebele_eng_Latn_cf
lighteval|belebele_fra_Latn_cf
lighteval|belebele_hin_Deva_cf
lighteval|belebele_ita_Latn_cf
lighteval|belebele_nld_Latn_cf
lighteval|belebele_por_Latn_cf
lighteval|belebele_rus_Cyrl_cf
lighteval|belebele_spa_Latn_cf
lighteval|belebele_swe_Latn_cf
lighteval|belebele_tur_Latn_cf
lighteval|belebele_zho_Hans_cf
lighteval|xcsqa_ara_cf
lighteval|xcsqa_deu_cf
lighteval|xcsqa_eng_cf
lighteval|xcsqa_fra_cf
lighteval|xcsqa_hin_cf
lighteval|xcsqa_ita_cf
lighteval|xcsqa_nld_cf
lighteval|xcsqa_por_cf
lighteval|xcsqa_rus_cf
lighteval|xcsqa_spa_cf
None
None
lighteval|xcsqa_zho_cf
lighteval|mlmm_hellaswag_ara_cf
lighteval|mlmm_hellaswag_deu_cf
leaderboard|hellaswag
lighteval|mlmm_hellaswag_fra_cf
lighteval|mlmm_hellaswag_hin_cf
lighteval|mlmm_hellaswag_ita_cf
lighteval|mlmm_hellaswag_nld_cf
lighteval|mlmm_hellaswag_por_cf
lighteval|mlmm_hellaswag_rus_cf
lighteval|mlmm_hellaswag_spa_cf
lighteval|mlmm_hellaswag_swe_cf
lighteval|community_hellaswag_tur_cf
lighteval|mlmm_hellaswag_zho_cf
lighteval|flores200:eng_Latn-arb_Arab
lighteval|flores200:eng_Latn-deu_Latn
lighteval|flores200:fra_Latn-eng_Latn
lighteval|flores200:eng_Latn-fra_Latn
lighteval|flores200:eng_Latn-hin_Deva
lighteval|flores200:eng_Latn-ita_Latn
lighteval|flores200:eng_Latn-nld_Latn
lighteval|flores200:eng_Latn-por_Latn
lighteval|flores200:eng_Latn-rus_Cyrl
lighteval|flores200:eng_Latn-spa_Latn
lighteval|flores200:eng_Latn-swe_Latn
lighteval|flores200:eng_Latn-tur_Latn
lighteval|flores200:eng_Latn-zho_Hans
|                 Task                  |Version|    Metric    | Value |   |Stderr|
|---------------------------------------|------:|--------------|------:|---|-----:|
|all                                    |       |acc           | 0.2760|±  |0.0141|
|                                       |       |acc_norm      | 0.2330|±  |0.0136|
|                                       |       |acc_norm_token| 0.2320|±  |0.0136|
|                                       |       |acc_norm_pmi  | 0.2045|±  |0.0128|
|                                       |       |chrf++        | 9.1111|±  |0.0965|
|                                       |       |bleu          | 3.8261|±  |0.0745|
|                                       |       |bleu_1        | 0.0341|±  |0.0009|
|                                       |       |bleu_4        | 0.0000|±  |0.0000|
|leaderboard:hellaswag:5                |      0|acc           | 0.2760|±  |0.0141|
|                                       |       |acc_norm      | 0.2750|±  |0.0141|
|lighteval:belebele_arb_Arab_cf:5       |      0|acc_norm_token| 0.2622|±  |0.0147|
|                                       |       |acc_norm      | 0.2511|±  |0.0145|
|lighteval:belebele_deu_Latn_cf:5       |      0|acc_norm_token| 0.2289|±  |0.0140|
|                                       |       |acc_norm      | 0.2200|±  |0.0138|
|lighteval:belebele_eng_Latn_cf:5       |      0|acc_norm_token| 0.2344|±  |0.0141|
|                                       |       |acc_norm      | 0.2356|±  |0.0142|
|lighteval:belebele_fra_Latn_cf:5       |      0|acc_norm_token| 0.2333|±  |0.0141|
|                                       |       |acc_norm      | 0.2278|±  |0.0140|
|lighteval:belebele_hin_Deva_cf:5       |      0|acc_norm_token| 0.2467|±  |0.0144|
|                                       |       |acc_norm      | 0.2511|±  |0.0145|
|lighteval:belebele_ita_Latn_cf:5       |      0|acc_norm_token| 0.2311|±  |0.0141|
|                                       |       |acc_norm      | 0.2222|±  |0.0139|
|lighteval:belebele_nld_Latn_cf:5       |      0|acc_norm_token| 0.2167|±  |0.0137|
|                                       |       |acc_norm      | 0.2411|±  |0.0143|
|lighteval:belebele_por_Latn_cf:5       |      0|acc_norm_token| 0.2567|±  |0.0146|
|                                       |       |acc_norm      | 0.2456|±  |0.0144|
|lighteval:belebele_rus_Cyrl_cf:5       |      0|acc_norm_token| 0.2511|±  |0.0145|
|                                       |       |acc_norm      | 0.2289|±  |0.0140|
|lighteval:belebele_spa_Latn_cf:5       |      0|acc_norm_token| 0.2478|±  |0.0144|
|                                       |       |acc_norm      | 0.2356|±  |0.0142|
|lighteval:belebele_swe_Latn_cf:5       |      0|acc_norm_token| 0.2511|±  |0.0145|
|                                       |       |acc_norm      | 0.2400|±  |0.0142|
